Gender,Year_02,Kinder_Age,Disability,NCCD-Funded,01.SES,02.SES,NumSibling,SiblingOrder,NumAbvYear9,NumAbvDiploma,NumProf,Burt-01-SOY,Burt-01-EOY,Clay-01-SOY,Clay-01-EOY,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Year3_Writing_At_Risk,Predicted_Average_Rating
0,2018,4.8,Disability_Non-disable,0,120,120,2,2,2,2,2,43,55,0,2,17,18,24,25,27,30,27,37,2,3,1,2,1,2,0,1,False,0.0
1,2020,4.9,Disability_Cognitive,0,91,91,1,1,2,0,0,38,55,1,-2,20,23,24,32,29,30,13,45,1,4,1,2,1,3,1,2,True,1.0
1,2020,5.5,Disability_Non-disable,0,105,105,2,1,1,1,1,37,45,0,-3,26,26,28,27,26,30,48,41,1,2,1,1,2,2,1,2,False,0.0
1,2018,5.0,Disability_Non-disable,0,95,95,3,3,1,1,0,17,28,0,-1,11,10,20,19,22,23,30,32,2,3,0,1,1,2,2,2,False,0.0
1,2016,5.7,Disability_Non-disable,0,114,114,2,2,0,0,0,24,36,14,18,9,15,24,29,27,30,38,34,2,4,1,2,2,5,1,3,False,0.0
0,2018,5.1,Disability_Non-disable,0,116,116,3,2,2,2,2,27,33,0,0,8,13,21,25,28,30,29,26,3,5,1,2,2,2,1,2,False,0.0
1,2020,5.3,Disability_Physical,0,104,104,2,2,1,1,1,19,33,9,14,8,10,23,18,25,25,20,36,1,3,1,1,1,2,0,2,True,1.0
1,2016,5.3,Disability_SocialEmotional,0,114,114,3,2,2,0,0,15,28,6,12,5,10,22,17,23,25,22,28,2,2,1,1,0,4,1,2,True,1.0
0,2018,5.3,Disability_Non-disable,0,103,103,2,2,2,1,1,17,30,0,-1,6,10,19,17,23,25,42,37,2,4,2,2,1,2,2,2,False,0.0
0,2021,5.5,Disability_Cognitive,0,120,109,1,1,2,2,1,11,37,5,16,4,9,19,20,20,23,10,36,1,1,1,0,1,2,0,0,False,0.0
1,2021,5.4,Disability_Non-disable,0,107,96,2,1,2,2,2,29,56,0,-1,15,19,24,23,28,25,21,44,2,4,1,2,1,2,2,3,False,0.0
1,2020,5.6,Disability_Physical,1,114,114,2,1,2,1,1,25,40,0,1,16,27,28,31,29,32,53,41,2,3,2,2,2,2,1,3,False,0.0
1,2020,5.4,Disability_Non-disable,0,103,103,2,2,2,2,0,18,35,10,13,10,14,19,15,23,29,26,48,2,0,1,2,1,2,0,2,False,0.0
1,2020,5.2,Disability_Cognitive,0,114,114,3,3,2,0,2,8,27,3,12,7,14,23,20,24,26,9,26,0,2,0,1,0,3,0,2,False,0.0
0,2020,5.3,Disability_Non-disable,0,96,96,3,3,2,1,0,20,30,0,2,10,16,25,26,25,30,18,36,2,2,1,2,1,2,1,2,False,0.0
1,2021,5.0,Disability_Non-disable,0,95,93,2,1,0,0,0,31,48,-1,-2,14,15,25,29,30,30,39,40,1,2,1,1,2,4,2,2,False,0.0
1,2020,5.1,Disability_Cognitive,0,103,103,2,2,2,2,1,13,38,4,12,5,12,22,19,23,32,14,29,2,2,1,1,1,2,0,1,True,1.0
0,2018,5.6,Disability_Non-disable,0,95,95,5,3,2,0,0,5,26,3,19,2,13,19,21,16,23,11,12,2,3,1,1,1,1,1,0,False,1.0
1,2016,5.6,Disability_Non-disable,0,101,101,5,3,2,0,0,22,29,0,0,11,12,15,17,22,29,29,27,3,3,1,2,3,2,2,1,True,1.0
1,2020,4.9,Disability_Cognitive,0,101,101,3,3,2,2,2,12,29,7,12,7,16,21,16,25,30,23,32,1,3,1,2,0,2,1,2,True,1.0
1,2018,5.5,Disability_Cognitive,0,94,94,2,1,2,2,2,20,26,0,-2,16,18,19,17,20,24,26,22,1,2,1,1,1,1,1,2,False,1.0
0,2020,5.7,Disability_Non-disable,0,105,105,2,1,2,2,1,18,44,-2,-1,13,16,25,32,29,30,11,35,1,2,1,2,1,3,1,2,False,0.0
0,2018,6.0,Disability_Non-disable,0,116,116,2,2,2,2,0,23,33,11,-2,4,9,19,23,28,30,11,26,0,2,1,1,0,2,1,2,False,0.0
1,2020,5.4,Disability_Cognitive,1,99,99,3,2,2,0,1,18,32,0,1,13,14,19,14,25,26,18,22,2,2,1,1,1,2,1,2,False,0.0
1,2018,5.8,Disability_Non-disable,0,114,114,3,3,1,1,1,23,33,0,0,11,15,22,31,31,30,38,33,2,2,1,1,1,2,0,2,True,1.0
1,2020,5.8,Disability_Non-disable,0,96,96,2,2,2,2,0,16,28,0,-1,7,9,19,16,20,33,14,30,1,2,1,2,1,2,2,2,False,0.0
1,2020,5.1,Disability_Cognitive,1,102,102,2,2,2,0,0,13,45,13,14,9,15,19,27,28,28,18,33,2,2,1,1,1,0,0,1,False,0.0
1,2021,5.7,Disability_Cognitive,0,117,108,2,2,2,1,1,11,33,4,12,6,14,23,23,22,26,22,28,2,3,1,2,1,2,2,2,False,0.0
0,2018,5.3,Disability_Cognitive,0,114,114,2,1,2,2,2,37,64,0,1,16,24,28,28,30,32,11,31,3,4,1,2,0,1,0,1,False,0.0
0,2021,4.9,Disability_Non-disable,0,91,89,2,1,1,1,0,59,71,0,-1,17,18,27,31,28,30,35,41,2,4,2,1,2,2,0,2,False,0.0
0,2020,4.9,Disability_Physical,1,95,95,1,1,2,2,2,33,76,0,7,21,26,29,29,29,29,33,51,3,4,1,3,2,4,2,2,False,0.0
0,2017,5.9,Disability_Non-disable,0,115,115,1,1,2,2,2,25,38,0,2,15,18,26,19,25,26,21,32,2,5,1,2,2,3,2,2,True,1.0
1,2016,5.4,Disability_Cognitive,0,97,97,1,1,0,0,0,15,33,7,12,3,12,18,18,25,27,11,31,1,2,1,1,2,2,0,2,True,1.0
0,2021,4.6,Disability_Non-disable,0,120,109,3,3,2,2,1,11,30,5,18,10,7,16,19,18,24,16,37,1,3,1,1,1,2,1,1,True,1.0
0,2017,5.6,Disability_Cognitive,0,89,89,2,1,1,0,0,3,23,2,6,1,8,12,14,12,16,8,11,0,2,0,1,0,1,1,0,True,1.0
1,2020,5.0,Disability_SocialEmotional,0,114,114,2,2,2,1,0,8,29,2,16,4,8,20,18,21,25,14,3,1,4,1,2,1,1,1,2,False,0.0
0,2020,5.9,Disability_Cognitive,0,104,104,1,1,2,0,1,14,30,13,18,9,16,20,15,17,24,16,13,2,2,1,2,1,2,1,2,False,0.0
0,2018,5.2,Disability_Non-disable,0,94,94,2,2,1,0,0,23,30,1,3,8,12,14,13,16,25,23,25,1,3,1,1,0,1,0,2,False,0.0
0,2018,5.1,Disability_Non-disable,0,95,95,3,3,2,1,1,40,54,0,1,21,21,23,24,28,29,32,32,3,3,1,2,1,2,2,1,False,0.0
0,2017,4.7,Disability_Non-disable,0,97,97,1,1,2,2,2,32,42,0,-3,18,22,25,25,28,30,14,37,2,2,1,1,1,3,2,2,False,0.0
1,2017,5.6,Disability_SocialEmotional,0,97,97,1,1,2,1,0,14,32,4,14,3,8,18,16,23,24,16,29,1,1,1,1,0,2,1,0,False,0.0
0,2021,5.2,Disability_Non-disable,0,91,89,6,3,1,1,0,9,27,0,0,9,14,19,16,18,17,21,32,1,3,1,2,0,2,1,2,True,1.0
0,2021,5.0,Disability_Cognitive,0,107,96,2,2,2,0,0,1,25,0,-2,6,16,17,13,16,16,3,8,2,3,1,2,0,3,0,2,True,1.0
0,2020,5.3,Disability_Non-disable,0,109,109,4,4,2,1,1,30,38,1,3,22,26,31,33,32,32,47,39,1,2,1,2,2,3,2,1,False,0.0
0,2018,5.2,Disability_SocialEmotional,0,110,110,3,1,2,2,2,27,32,0,0,13,17,22,23,25,29,32,34,1,4,1,2,2,2,2,2,False,0.0
0,2020,5.2,Disability_Non-disable,0,95,95,2,1,2,2,2,20,31,12,13,10,13,20,19,22,26,38,45,3,4,1,2,2,4,2,2,False,0.0
0,2020,5.8,Disability_Non-disable,0,105,105,2,2,0,0,0,26,56,0,0,15,24,31,31,29,30,27,48,3,5,2,2,2,4,2,3,False,0.0
0,2020,5.8,Disability_Cognitive,1,95,95,1,1,2,1,1,8,15,-1,9,3,12,12,9,14,14,3,26,1,3,1,2,0,0,0,1,True,1.0
0,2018,5.4,Disability_Physical,0,88,88,2,2,1,0,0,20,29,-2,0,13,13,21,25,23,27,19,28,2,2,2,2,2,2,2,2,True,1.0
0,2020,4.9,Disability_Non-disable,0,99,99,2,2,2,2,1,22,56,0,2,5,16,22,20,24,29,18,27,3,4,2,2,2,3,1,2,False,0.0
1,2020,5.4,Disability_Non-disable,0,116,116,3,2,2,2,2,35,48,0,-2,15,18,22,28,29,30,66,43,2,4,2,2,2,2,1,3,False,0.0
0,2021,5.3,Disability_Cognitive,0,95,94,4,4,2,1,1,10,27,4,17,4,6,17,22,24,27,3,7,1,2,1,1,1,2,2,2,True,1.0
1,2020,5.3,Disability_Physical,0,101,101,1,1,1,0,0,28,50,0,0,16,23,28,27,27,29,39,43,2,2,1,2,2,2,1,2,False,0.0
0,2017,4.6,Disability_Non-disable,0,95,95,2,1,0,0,0,29,29,0,0,13,15,20,18,19,24,28,33,1,4,1,2,1,0,0,2,True,1.0
1,2020,4.8,Disability_Non-disable,0,113,113,1,1,2,1,2,34,48,0,-3,26,23,28,29,28,32,39,35,2,3,1,2,1,2,2,2,False,0.0
0,2021,5.2,Disability_SocialEmotional,0,96,95,1,1,1,0,0,7,33,1,15,10,11,19,21,26,30,10,22,2,3,1,2,1,1,2,1,True,1.0
0,2020,5.2,Disability_Non-disable,0,105,105,2,2,2,2,2,27,37,0,1,21,15,24,24,29,32,20,46,3,3,1,3,0,4,0,2,True,1.0
1,2020,5.6,Disability_Non-disable,0,114,114,3,3,1,1,1,25,30,11,3,12,14,21,22,25,30,40,43,1,4,1,3,1,2,0,2,False,0.0
0,2020,5.3,Disability_Non-disable,0,113,113,2,2,2,0,1,30,43,0,0,15,20,26,33,28,30,27,31,3,5,2,2,4,4,2,2,False,0.0
1,2020,5.4,Disability_Non-disable,0,116,116,2,2,2,1,1,28,41,0,-2,14,16,23,23,28,29,35,40,1,2,1,1,2,1,2,2,False,0.0
0,2017,4.7,Disability_Non-disable,0,90,90,2,1,2,1,0,26,39,0,2,12,12,17,21,24,28,18,40,2,3,1,2,1,3,1,2,True,1.0
1,2020,5.1,Disability_Cognitive,1,110,110,1,1,1,1,1,12,32,-2,13,6,17,19,21,23,29,9,17,1,3,1,2,1,2,2,2,False,0.0
1,2020,5.4,Disability_Non-disable,0,110,110,3,3,2,2,2,29,33,0,-3,12,18,21,25,23,30,58,33,3,4,2,2,4,2,2,2,False,0.0
0,2017,5.1,Disability_Non-disable,0,100,100,3,3,2,1,0,20,32,-1,3,14,10,21,25,25,28,28,35,2,4,1,2,2,3,1,2,True,1.0
0,2016,4.9,Disability_Non-disable,0,101,101,2,1,2,1,1,34,52,0,0,14,17,29,30,28,28,36,40,2,1,1,2,3,2,0,2,False,0.0
0,2018,5.3,Disability_Non-disable,0,105,105,2,1,1,0,1,26,31,0,-1,10,12,21,18,23,28,51,27,2,2,2,2,2,1,2,2,True,1.0
0,2018,5.3,Disability_Cognitive,0,120,120,3,3,2,2,0,9,26,2,11,6,7,14,14,15,22,17,7,1,3,1,1,1,1,0,1,False,0.0
1,2020,5.2,Disability_Non-disable,0,113,113,2,1,2,2,1,27,27,0,-1,15,16,19,22,24,25,23,44,2,3,1,1,0,1,0,2,False,0.0
0,2017,5.4,Disability_Non-disable,0,100,100,3,2,2,1,2,31,35,-1,1,13,17,18,21,21,27,38,33,4,4,2,4,1,2,2,2,False,0.0
1,2021,5.8,Disability_Non-disable,0,117,108,2,2,2,2,1,21,36,11,15,5,14,20,22,23,29,33,42,3,3,2,2,2,2,1,2,False,0.0
0,2020,5.2,Disability_Non-disable,0,95,95,3,2,0,0,0,34,57,1,1,18,17,26,25,31,30,30,41,3,3,2,2,1,4,2,2,False,0.0
1,2020,5.2,Disability_Non-disable,0,105,105,3,3,2,1,0,33,49,0,1,21,19,28,31,30,31,43,52,3,3,1,2,2,3,2,2,False,0.0
1,2018,4.9,Disability_Cognitive,0,88,88,2,1,2,1,0,5,29,1,14,2,4,19,23,22,28,10,18,1,2,1,1,2,0,0,2,True,1.0
0,2018,4.7,Disability_Non-disable,0,95,95,2,2,0,0,0,15,28,5,14,4,8,19,22,26,28,20,25,1,1,1,2,0,1,0,2,True,1.0
0,2018,4.7,Disability_Cognitive,0,97,97,1,1,0,0,0,8,21,4,14,3,6,18,13,19,25,4,9,1,3,1,1,0,2,1,2,True,1.0
0,2018,4.9,Disability_Non-disable,0,95,95,2,2,0,0,0,30,44,0,0,11,19,20,20,21,27,42,36,4,5,1,2,3,4,2,2,False,0.0
1,2017,4.9,Disability_Non-disable,0,114,114,2,2,0,0,0,24,39,12,11,10,13,23,19,27,31,27,30,0,4,1,2,1,1,2,2,False,0.0
1,2020,5.2,Disability_Non-disable,0,109,109,2,2,2,1,0,44,62,0,-1,21,30,31,30,31,30,52,46,2,3,1,2,1,1,1,2,False,0.0
1,2020,5.8,Disability_Non-disable,0,114,114,2,2,2,0,1,29,47,14,-1,19,28,31,31,30,31,21,37,2,4,1,3,1,4,0,2,False,0.0
0,2017,5.2,Disability_Non-disable,0,94,94,1,1,1,1,2,18,30,1,12,6,12,21,19,19,25,21,19,2,2,1,1,1,2,0,1,True,1.0
0,2020,5.1,Disability_Cognitive,0,113,113,2,2,2,0,1,12,28,6,13,3,17,20,22,26,25,17,15,1,3,1,2,1,2,0,2,False,0.0
0,2017,5.6,Disability_Cognitive,0,114,114,3,3,2,1,1,11,32,4,13,-3,15,14,13,18,26,14,30,2,3,1,1,0,2,0,1,True,1.0
1,2021,5.3,Disability_Non-disable,0,114,102,3,2,2,2,2,27,33,-1,0,11,22,24,28,30,30,18,43,2,4,1,2,2,4,2,2,False,0.0
0,2018,5.2,Disability_Non-disable,0,120,120,2,1,2,2,2,13,23,0,-1,10,7,13,16,14,20,38,37,3,2,1,1,2,0,1,0,False,0.0
1,2016,4.8,Disability_Non-disable,0,107,107,2,2,2,2,1,21,36,0,0,9,18,26,29,30,29,18,34,2,2,1,1,2,1,1,2,True,1.0
0,2017,5.7,Disability_Cognitive,0,115,115,3,3,2,2,1,23,31,8,17,11,9,16,24,25,26,25,31,2,3,1,2,3,3,1,2,True,1.0
1,2017,4.9,Disability_Cognitive,0,115,115,3,1,2,2,2,13,33,6,11,7,9,15,19,23,29,11,25,2,2,1,1,1,1,2,1,False,0.0
0,2018,5.1,Disability_Non-disable,0,114,114,2,2,2,2,2,26,44,1,0,10,22,27,28,30,31,28,18,2,3,1,1,0,2,0,2,False,0.0
1,2016,5.3,Disability_Non-disable,0,114,114,2,2,2,0,1,21,36,8,14,7,14,24,28,28,28,10,29,1,2,1,1,1,2,1,1,False,0.0
1,2020,5.0,Disability_Non-disable,0,113,113,2,1,2,2,2,32,53,0,3,19,24,27,29,28,31,39,44,2,4,2,2,1,0,2,2,False,0.0
0,2021,5.6,Disability_Cognitive,0,102,97,1,1,2,2,2,25,33,-1,-3,11,17,21,24,28,30,26,40,2,2,1,2,0,4,0,2,False,0.0
0,2018,5.2,Disability_Cognitive,1,114,114,3,3,2,1,1,30,43,0,-1,11,18,28,28,30,29,16,23,2,3,1,2,1,2,1,2,False,0.0
1,2017,4.9,Disability_Non-disable,0,95,95,3,3,1,1,1,30,48,0,-2,15,18,29,32,31,29,33,34,3,5,1,2,2,5,2,2,False,0.0
0,2016,4.9,Disability_Non-disable,0,114,120,2,2,0,0,0,43,57,-1,-1,29,29,29,30,30,27,33,33,2,2,1,1,2,1,1,2,False,0.0
0,2018,5.6,Disability_Non-disable,0,98,98,1,1,0,0,0,17,26,0,0,11,16,21,22,25,29,8,29,2,4,1,2,2,4,1,2,False,0.0
1,2016,5.7,Disability_Non-disable,0,101,101,4,4,2,0,0,37,57,0,2,18,19,24,29,28,29,51,35,2,3,1,1,0,3,2,1,False,0.0
0,2016,5.1,Disability_Non-disable,0,113,113,1,1,0,0,0,11,26,0,12,9,14,25,21,23,29,24,13,3,5,2,3,2,4,1,4,False,0.0
0,2020,6.1,Disability_Sensory,0,104,104,2,2,2,2,2,22,37,0,3,13,19,23,19,22,28,9,39,3,3,2,3,1,1,2,0,False,0.0
1,2020,5.3,Disability_Non-disable,0,114,114,2,2,2,0,0,29,45,0,3,12,18,23,30,28,33,14,44,2,3,1,2,1,3,0,2,False,0.0
1,2021,5.5,Disability_Non-disable,0,98,98,1,1,2,2,2,17,28,0,0,7,8,19,18,19,23,22,35,2,2,1,1,1,2,0,1,False,0.0
0,2016,5.7,Disability_Non-disable,0,101,101,2,2,2,0,1,51,67,0,-1,12,21,25,28,30,30,22,26,0,5,2,2,2,4,1,4,False,0.0
1,2018,5.9,Disability_Non-disable,0,114,114,1,1,1,1,1,35,48,0,-2,16,22,28,29,28,29,18,30,4,4,1,2,2,1,2,2,False,0.0
1,2018,5.3,Disability_Non-disable,0,94,94,3,2,1,0,0,41,58,1,-2,16,17,24,29,30,31,17,16,2,2,0,2,1,3,1,3,True,1.0
0,2020,5.0,Disability_Cognitive,1,99,99,2,1,2,2,2,20,33,5,11,5,19,22,23,22,28,25,11,2,2,1,1,1,2,1,2,False,0.0
1,2017,5.5,Disability_Non-disable,0,90,90,2,1,0,0,0,24,28,0,0,16,17,19,20,23,29,26,34,1,4,1,2,1,3,2,2,True,1.0
0,2017,5.4,Disability_Non-disable,0,120,120,5,3,2,1,1,26,37,-2,0,13,17,19,21,25,27,53,31,3,3,2,2,2,2,2,1,False,0.0
1,2021,5.2,Disability_Non-disable,0,113,105,3,2,2,1,0,39,47,-2,0,20,20,26,27,29,31,23,38,3,4,1,2,1,4,0,2,False,0.0
0,2018,4.8,Disability_Cognitive,1,95,95,1,1,2,2,0,14,23,6,11,8,13,16,15,19,24,19,25,1,3,1,1,2,2,1,0,True,1.0
1,2020,5.2,Disability_Non-disable,0,95,95,3,1,1,0,0,22,31,0,-6,15,12,19,18,26,29,32,39,2,4,1,1,0,2,2,2,False,0.0
0,2017,5.8,Disability_Non-disable,0,95,95,3,2,2,2,2,11,27,0,11,8,11,24,19,25,26,8,26,2,3,1,2,1,3,1,2,True,1.0
1,2020,5.7,Disability_Non-disable,0,112,112,3,2,2,0,0,15,27,3,16,7,13,19,19,18,26,14,34,1,1,1,1,2,1,2,2,False,0.0
1,2018,5.7,Disability_Non-disable,0,103,103,3,2,2,2,2,30,34,0,0,19,17,29,26,27,31,16,30,2,2,1,2,2,4,1,2,False,0.0
1,2018,4.6,Disability_Non-disable,0,116,116,2,1,2,0,2,25,32,0,0,13,18,25,27,27,31,25,28,2,3,1,2,1,2,1,2,False,0.0
1,2020,5.0,Disability_Non-disable,0,97,97,2,2,2,1,2,15,33,0,10,6,15,19,24,22,29,28,31,1,4,1,1,1,2,0,1,False,0.0
1,2020,4.7,Disability_Non-disable,0,95,95,1,1,2,2,0,31,72,0,-2,15,19,27,29,32,32,25,47,2,2,1,1,2,4,1,2,False,0.0
1,2020,5.4,Disability_Physical,1,91,91,1,1,1,0,0,21,48,0,0,12,22,22,29,29,30,37,45,2,3,1,2,1,2,2,1,False,0.0
0,2017,5.2,Disability_Non-disable,0,98,98,5,3,2,0,1,2,19,3,10,2,8,11,9,12,16,3,8,0,3,0,2,2,2,1,1,True,1.0
1,2020,5.3,Disability_Non-disable,0,114,114,1,1,1,1,1,28,45,0,0,19,17,32,32,31,31,53,47,2,2,1,1,1,2,1,2,False,0.0
1,2021,4.7,Disability_Non-disable,0,113,105,1,1,1,1,1,46,60,0,1,24,27,29,32,31,31,54,48,3,3,1,2,2,2,2,2,False,0.0
0,2017,5.4,Disability_Non-disable,0,120,120,4,1,2,2,1,24,34,1,-3,18,16,21,21,22,26,23,36,2,5,1,3,2,2,0,1,False,0.0
0,2018,4.8,Disability_Non-disable,0,98,98,3,2,2,0,1,15,25,0,0,9,12,20,19,22,24,13,32,2,2,1,2,1,2,0,2,True,1.0
0,2018,5.5,Disability_Cognitive,1,120,116,2,2,2,2,2,14,31,5,10,1,8,18,21,24,29,26,31,1,2,1,1,1,0,1,0,True,1.0
0,2018,5.3,Disability_Non-disable,0,103,103,2,1,2,0,0,7,26,5,15,2,9,20,18,20,25,14,24,0,3,0,1,1,2,0,2,False,1.0
0,2017,5.2,Disability_Non-disable,0,95,95,4,4,2,2,1,22,27,-1,0,11,13,18,20,25,28,17,31,1,2,1,1,1,2,1,2,True,1.0
1,2016,5.2,Disability_Non-disable,0,97,97,3,3,2,2,2,36,46,-1,0,12,18,24,26,31,29,20,36,1,2,1,1,1,3,2,2,False,0.0
0,2016,5.5,Disability_Non-disable,0,120,120,2,2,0,0,0,22,35,1,20,11,9,19,20,22,21,44,36,2,5,1,2,3,4,1,2,True,1.0
1,2020,4.8,Disability_Cognitive,0,92,92,2,2,2,0,1,4,24,0,10,9,7,17,17,17,22,12,27,1,1,1,1,1,2,1,1,True,1.0
1,2018,5.0,Disability_Non-disable,0,116,116,2,1,0,0,0,8,28,4,15,0,12,23,24,24,29,15,29,1,3,1,1,1,3,0,2,False,0.0
1,2020,5.4,Disability_Non-disable,0,94,95,2,1,0,2,2,25,58,0,0,11,25,27,29,28,29,24,41,2,4,1,2,2,4,2,2,False,0.0
0,2017,5.5,Disability_Non-disable,0,115,115,2,2,0,0,0,20,42,7,13,11,11,26,24,28,28,28,29,2,2,1,1,2,2,1,2,False,0.0
1,2020,5.6,Disability_Physical,0,109,109,2,1,2,1,1,49,56,0,-2,30,29,30,30,31,31,37,48,2,2,2,2,3,2,2,2,False,0.0
0,2017,5.1,Disability_SocialEmotional,1,95,95,3,3,1,0,0,6,33,2,11,4,12,22,19,19,23,7,10,0,2,1,2,0,2,1,2,False,0.0
1,2020,5.3,Disability_Non-disable,0,102,102,2,2,2,2,2,12,31,6,12,7,12,13,16,19,27,26,26,3,4,1,1,2,2,1,2,False,0.0
1,2017,5.8,Disability_Cognitive,0,116,116,3,1,2,2,2,6,28,1,14,6,15,19,16,21,28,7,23,0,4,1,1,1,2,0,2,True,1.0
0,2016,5.2,Disability_Non-disable,0,101,101,4,3,2,2,1,29,58,-2,2,17,18,24,28,30,30,18,36,2,3,1,2,2,2,0,2,False,0.0
0,2018,5.5,Disability_Cognitive,0,95,97,3,1,1,0,0,8,33,5,16,4,16,16,20,22,30,3,27,2,3,1,2,2,2,1,3,True,1.0
0,2017,5.4,Disability_Non-disable,0,97,97,2,2,0,0,0,28,49,1,0,21,22,23,24,26,27,20,32,3,5,1,2,1,4,2,3,False,0.0
1,2021,5.3,Disability_Cognitive,0,113,105,2,2,2,1,0,14,29,6,15,1,11,19,22,24,27,12,29,0,4,0,2,1,3,0,2,False,0.0
1,2020,4.7,Disability_Non-disable,0,104,104,3,1,2,1,1,36,51,1,-1,19,15,19,25,27,31,21,29,2,4,1,2,2,2,2,3,False,0.0
0,2021,5.4,Disability_Non-disable,0,104,98,2,2,2,1,1,25,32,0,-1,15,12,26,18,28,27,16,20,2,3,1,2,1,2,2,2,False,0.0
0,2017,5.6,Disability_Non-disable,0,97,97,2,2,0,0,0,36,47,0,2,20,18,31,33,27,33,49,44,1,3,1,4,5,5,1,5,False,0.0
0,2018,5.0,Disability_Non-disable,0,115,115,2,2,2,1,0,18,30,0,0,8,12,20,22,25,28,20,32,1,3,1,1,2,2,2,1,False,0.0
1,2017,4.7,Disability_Non-disable,0,120,120,1,1,2,2,2,24,41,0,0,13,18,20,20,23,29,31,33,2,4,1,1,2,2,1,2,False,0.0
1,2018,5.0,Disability_Non-disable,0,114,114,4,3,2,2,1,37,72,2,0,16,22,24,31,28,27,30,36,2,2,2,2,1,2,0,3,False,0.0
0,2020,5.4,Disability_Non-disable,0,78,78,2,2,2,0,1,14,30,8,13,9,15,17,23,22,26,19,20,2,4,1,1,0,2,0,2,True,1.0
0,2020,5.6,Disability_Non-disable,0,95,95,3,2,2,0,0,27,40,0,0,10,24,28,29,27,30,13,39,3,5,1,2,1,4,2,3,False,0.0
0,2020,5.0,Disability_Cognitive,0,101,101,2,2,2,0,1,28,39,0,0,17,18,21,21,25,27,24,33,3,3,1,2,2,3,1,2,False,0.0
1,2018,5.7,Disability_Non-disable,0,103,103,1,1,2,0,0,20,31,-1,-1,13,15,22,18,22,26,33,32,2,3,1,2,2,2,2,2,False,0.0
1,2020,5.3,Disability_Non-disable,0,105,105,1,1,2,2,2,17,31,2,3,8,16,22,17,23,30,4,42,1,2,1,1,0,0,0,0,False,0.0
0,2016,5.3,Disability_Non-disable,0,103,103,2,2,2,2,2,14,45,1,0,7,11,19,23,26,27,17,24,2,4,1,2,1,2,0,2,False,0.0
0,2016,4.9,Disability_Non-disable,0,102,102,2,2,2,0,1,27,54,15,11,11,14,20,21,24,30,22,33,1,3,0,1,1,1,0,2,True,1.0
0,2017,5.7,Disability_Cognitive,0,95,95,2,2,2,2,1,23,27,1,0,15,17,19,15,15,24,18,26,2,2,1,2,0,2,0,2,True,1.0
1,2020,5.0,Disability_Non-disable,0,105,105,2,2,2,2,2,44,63,-1,0,28,28,31,33,31,31,43,47,2,4,1,2,4,2,2,2,False,0.0
1,2020,5.8,Disability_Non-disable,0,109,109,2,1,2,2,2,44,64,0,0,28,29,30,30,31,31,22,46,2,3,1,2,1,2,2,2,False,0.0
1,2021,5.1,Disability_Non-disable,0,99,94,2,2,2,0,0,14,35,-1,13,7,15,19,19,19,22,26,33,2,3,1,2,2,3,2,2,False,0.0
1,2020,5.1,Disability_Non-disable,0,93,93,2,1,2,1,1,10,30,9,18,5,8,21,25,21,27,21,22,1,3,0,2,1,0,0,2,False,0.0
0,2021,5.4,Disability_Non-disable,0,99,94,3,3,2,1,2,9,45,0,13,9,8,30,28,28,29,14,27,2,3,2,2,2,3,2,0,False,0.0
0,2016,5.3,Disability_Cognitive,0,116,116,2,2,2,2,2,10,27,3,15,4,3,17,23,23,30,8,15,1,4,1,2,1,2,0,2,True,1.0
0,2018,5.0,Disability_Non-disable,0,110,110,3,1,2,2,1,16,32,10,2,7,15,17,19,23,29,18,24,2,4,1,2,0,4,0,2,False,0.0
1,2018,4.9,Disability_Non-disable,0,102,102,2,1,2,2,1,25,37,0,1,16,19,23,24,26,26,35,37,1,4,1,2,2,2,1,1,False,0.0
1,2020,4.8,Disability_Non-disable,0,109,109,3,1,2,0,0,32,47,0,-1,21,27,31,28,30,30,22,45,3,4,1,2,2,5,1,4,False,0.0
1,2020,6.1,Disability_Non-disable,0,109,109,2,2,2,2,2,37,61,0,2,26,30,29,28,31,31,47,48,1,4,1,2,3,3,2,2,False,0.0
0,2017,5.3,Disability_Non-disable,0,120,120,3,3,2,2,2,17,26,9,11,7,9,19,17,21,22,20,17,2,4,1,2,2,3,2,2,False,0.0
1,2016,5.4,Disability_Non-disable,0,114,114,2,1,2,2,0,18,33,0,11,5,11,23,21,25,29,37,24,1,1,1,1,3,2,2,2,False,0.0
0,2020,5.6,Disability_Cognitive,0,114,114,1,1,1,0,1,8,29,5,11,9,12,16,12,20,24,4,17,2,2,1,2,1,1,0,2,True,1.0
1,2020,5.6,Disability_Cognitive,0,114,114,2,2,2,0,0,16,27,7,0,7,11,19,20,24,28,17,39,1,2,0,2,1,2,0,1,False,0.0
0,2020,5.9,Disability_Non-disable,0,105,105,2,2,2,2,1,35,45,0,0,27,27,29,31,28,28,17,42,2,5,1,2,2,2,0,2,False,0.0
0,2018,5.6,Disability_Cognitive,0,90,90,1,1,0,0,0,7,19,3,11,0,6,17,16,18,23,6,13,1,2,0,1,0,1,0,1,True,1.0
